Line (1599) SphygmoCor Log File 9 ~ 04/08/2009 ~ 16:33:10                                                                                                                                                                                      
1 04/08/2009 ~ 16:50:46 ~ SCOR-CvMS 9 Start - FDS 14721300, DBS 40298,  TPM 515564, APM 143960, ML 72   00050                                                                                                                                  
844 15/09/2009 ~ 10:48:24 ~ SCOR-CvMS 9 (Clinical) Start - FDS 76037472, DBS 41428,  TPM 515564, APM 124912, ML 75   00050                                                                                                                     
845 15/09/2009 ~ 10:49:55 ~ SCOR-CvMS 9 (Clinical) End - FDS 76037464, DBS 41428,  TPM 515564, APM 108104, ML 79   00050                                                                                                                       
846 15/09/2009 ~ 10:50:38 ~ SCOR-CvMS 9 (Clinical) Start - FDS 76037576, DBS 41428,  TPM 515564, APM 125768, ML 75   00050                                                                                                                     
847 15/09/2009 ~ 10:51:37 ~ SCOR-CvMS 9 (Clinical) End - FDS 76037576, DBS 41428,  TPM 515564, APM 107736, ML 79   00050                                                                                                                       
848 15/09/2009 ~ 10:54:04 ~ SCOR-CvMS 9 (Clinical) Start - FDS 76037576, DBS 41428,  TPM 515564, APM 108232, ML 79   00050                                                                                                                     
849 15/09/2009 ~ 10:54:41 ~ SCOR-CvMS 9 (Clinical) End - FDS 76037576, DBS 41428,  TPM 515564, APM 83828, ML 83   00050                                                                                                                        
850 15/09/2009 ~ 11:08:50 ~ SCOR-CvMS 9 (Clinical) Start - FDS 76037184, DBS 41428,  TPM 515564, APM 135468, ML 73   00050                                                                                                                     
851 15/09/2009 ~ 11:19:54 ~ SCOR-CvMS 9 (Clinical) End - FDS 76037152, DBS 41428,  TPM 515564, APM 121540, ML 76   00050                                                                                                                       
852 15/09/2009 ~ 11:29:58 ~ SCOR-CvMS 9 (Clinical) Start - FDS 76036560, DBS 41428,  TPM 515564, APM 108052, ML 79   00050                                                                                                                     
853 15/09/2009 ~ 11:44:38 ~ SCOR-CvMS 9 (Clinical) End - FDS 76036560, DBS 41428,  TPM 515564, APM 83384, ML 83   00050                                                                                                                        
854 15/09/2009 ~ 11:45:23 ~ SCOR-CvMS 9 (Clinical) Start - FDS 76036560, DBS 41428,  TPM 515564, APM 103792, ML 79   00050                                                                                                                     
855 15/09/2009 ~ 11:59:26 ~ SCOR-CvMS 9 (Clinical) End - FDS 76036560, DBS 41428,  TPM 515564, APM 77340, ML 84   00050                                                                                                                        
856 15/09/2009 ~ 14:32:56 ~ SCOR-CvMS 9 (Clinical) Start - FDS 76008160, DBS 41428,  TPM 515564, APM 103312, ML 79   00050                                                                                                                     
857 15/09/2009 ~ 14:39:20 ~ SCOR-CvMS 9 (Clinical) End - FDS 76008160, DBS 41428,  TPM 515564, APM 100976, ML 80   00050                                                                                                                       
858 15/09/2009 ~ 14:44:59 ~ SCOR-CvMS 9 (Clinical) Start - FDS 76008168, DBS 41428,  TPM 515564, APM 106832, ML 79   00050                                                                                                                     
859 15/09/2009 ~ 14:46:19 ~ SCOR-CvMS 9 (Clinical) End - FDS 76008168, DBS 41428,  TPM 515564, APM 88420, ML 82   00050                                                                                                                        
860 15/09/2009 ~ 14:56:21 ~ SCOR-CvMS 9 (Clinical) Start - FDS 76008192, DBS 41428,  TPM 515564, APM 103380, ML 79   00050                                                                                                                     
861 15/09/2009 ~ 15:14:56 ~ SCOR-CvMS 9 (Clinical) End - FDS 76008176, DBS 41428,  TPM 515564, APM 109976, ML 78   00050                                                                                                                       
862 15/09/2009 ~ 15:17:10 ~ SCOR-CvMS 9 (Clinical) Start - FDS 76008176, DBS 41428,  TPM 515564, APM 127680, ML 75   00050                                                                                                                     
863 15/09/2009 ~ 15:22:07 ~ SCOR-CvMS 9 (Clinical) End - FDS 76008176, DBS 41428,  TPM 515564, APM 109524, ML 78   00050                                                                                                                       
864 15/09/2009 ~ 15:23:24 ~ SCOR-CvMS 9 (Clinical) Start - FDS 76008176, DBS 41428,  TPM 515564, APM 126884, ML 75   00050                                                                                                                     
