Line (0874) SphygmoCor Log File 9 ~ 06-08-2010 ~ 11:47:44                                                                                                                                                                                      
1 06-08-2010 ~ 11:47:45 ~ Error  (#115): PWM -> Patient :312, Session :23, Measurement :06-08-2010 11:39:58 AM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                     
577 06-08-2010 ~ 15:21:48 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:11:51 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
578 06-08-2010 ~ 15:21:51 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:11:51 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
579 06-08-2010 ~ 15:21:52 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:11:51 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
580 06-08-2010 ~ 15:21:53 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:11:51 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
581 06-08-2010 ~ 15:21:54 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:11:51 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
582 06-08-2010 ~ 15:21:55 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:11:51 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
583 06-08-2010 ~ 15:21:57 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:11:51 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
584 06-08-2010 ~ 15:21:58 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:11:51 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
585 06-08-2010 ~ 15:21:59 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:11:51 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
586 06-08-2010 ~ 15:22:01 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:11:51 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
587 06-08-2010 ~ 15:22:02 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:11:51 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
588 06-08-2010 ~ 15:22:03 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:11:51 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
589 06-08-2010 ~ 15:31:48 ~ Error  (#161): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:11:51 PM, DataRevision :130.    Mathematical Error: Error calculating Systolic Onset                                                    
590 06-08-2010 ~ 15:32:23 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:32:22 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
591 06-08-2010 ~ 15:32:24 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:32:22 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
592 06-08-2010 ~ 15:32:28 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:32:22 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
593 06-08-2010 ~ 15:32:29 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:32:22 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
594 06-08-2010 ~ 15:32:35 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:32:22 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
595 06-08-2010 ~ 15:33:02 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:32:22 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
596 06-08-2010 ~ 15:33:06 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:32:22 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
597 06-08-2010 ~ 15:33:11 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:32:22 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
598 06-08-2010 ~ 15:33:12 ~ Warning   Mathematical Error (#132): Ejection Duration could not be found.  Patient :0, Measurement :06-08-2010 3:11:51 PM, DataRevision :130                                                                      
599 06-08-2010 ~ 15:33:12 ~ Error  (#119):  Patient :0, Measurement :06-08-2010 3:11:51 PM, DataRevision :130 .    Validation Error : Main peak for pulse not found                                                                            
600 06-08-2010 ~ 15:33:13 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:32:22 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
601 06-08-2010 ~ 15:33:17 ~ Error  (#161): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:32:22 PM, DataRevision :130.    Mathematical Error: Error calculating Systolic Onset                                                    
602 06-08-2010 ~ 15:33:18 ~ Error  (#115): PWM -> Patient :312, Session :24, Measurement :06-08-2010 3:32:22 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
603 06-08-2010 ~ 16:14:01 ~ SCOR-CvMS 9 End - FDS 15227204, DBS 40558,  TPM 1039852, APM 293948, ML 71   00050                                                                                                                                 
604 13-08-2010 ~ 11:21:51 ~ SCOR-CvMS 9 Start - FDS 15711344, DBS 40558,  TPM 1039852, APM 368108, ML 64   00050                                                                                                                               
605 13-08-2010 ~ 12:01:42 ~ SCOR-CvMS 9 End - FDS 15711540, DBS 40558,  TPM 1039852, APM 216132, ML 79   00050                                                                                                                                 
606 20-08-2010 ~ 15:09:41 ~ SCOR-CvMS 9 Start - FDS 14510760, DBS 40558,  TPM 1039852, APM 232256, ML 77   00050                                                                                                                               
607 20-08-2010 ~ 15:22:26 ~ SCOR-CvMS 9 Start - FDS 14510756, DBS 40558,  TPM 1039852, APM 608688, ML 41   00050                                                                                                                               
608 20-08-2010 ~ 15:23:13 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
609 20-08-2010 ~ 15:23:13 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
610 20-08-2010 ~ 15:23:13 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
611 20-08-2010 ~ 15:23:16 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
612 20-08-2010 ~ 15:23:17 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
613 20-08-2010 ~ 15:23:18 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
614 20-08-2010 ~ 15:23:19 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
615 20-08-2010 ~ 15:23:20 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
616 20-08-2010 ~ 15:23:22 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
617 20-08-2010 ~ 15:23:23 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
618 20-08-2010 ~ 15:23:24 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
619 20-08-2010 ~ 15:23:26 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
620 20-08-2010 ~ 15:23:27 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
621 20-08-2010 ~ 15:23:28 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
622 20-08-2010 ~ 15:23:30 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
623 20-08-2010 ~ 15:23:30 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
624 20-08-2010 ~ 15:23:33 ~ Error  (#115): PWM -> Patient :312, Session :26, Measurement :20-08-2010 3:22:24 PM, DataRevision :130.    Mathematical Error: Error calculating Trigger Points                                                    
